year,impact_area,Fdescript,Fund_DAmt
2015,Poverty Alleviation,Unrestricted,241
2015,Poverty Alleviation,Field of Interst,86
2015,Poverty Alleviation,Field of Interst,1e3
2015,Poverty Alleviation,Field of Interst,1800
2015,Education,Field of Interst,2e3
2015,Education,Field of Interst,500
2015,Poverty Alleviation,Unrestricted,500
2015,Poverty Alleviation,Field of Interst,1e3
2015,Poverty Alleviation,Field of Interst,500
2015,Poverty Alleviation,Unrestricted,500
2015,Poverty Alleviation,Unrestricted,769
2015,Poverty Alleviation,Unrestricted,264
2015,Poverty Alleviation,Unrestricted,424
2015,Poverty Alleviation,Unrestricted,500
2015,Poverty Alleviation,Unrestricted,418
2015,Poverty Alleviation,Unrestricted,349
2015,Poverty Alleviation,Field of Interst,464
2015,Poverty Alleviation,Field of Interst,812
2015,Poverty Alleviation,Field of Interst,1e3
2015,Poverty Alleviation,Unrestricted,1e3
2015,Poverty Alleviation,Field of Interst,268
2015,Poverty Alleviation,Field of Interst,500
2015,Poverty Alleviation,Field of Interst,500
2015,Poverty Alleviation,Unrestricted,232
2015,Poverty Alleviation,Unrestricted,907
2015,Poverty Alleviation,Unrestricted,404
2015,Poverty Alleviation,Unrestricted,142
2015,Poverty Alleviation,Unrestricted,1e3
2015,Poverty Alleviation,Unrestricted,500
2015,Poverty Alleviation,Unrestricted,1219
2015,Poverty Alleviation,Unrestricted,828
2015,Environment and Climate Change,Field of Interst,3e3
2015,Environment and Climate Change,Field of Interst,3e3
2015,Poverty Alleviation,Unrestricted,968
2015,Poverty Alleviation,Field of Interst,500
2015,Poverty Alleviation,Field of Interst,32
2015,Poverty Alleviation,Unrestricted,500
2015,Education,Field of Interst,1500
2015,Environment and Climate Change,Field of Interst,4350
2015,Education,Field of Interst,1687
2015,Education,Field of Interst,3e3
2015,Arts,Unrestricted,282
2015,Arts,Unrestricted,655
2015,Arts,Field of Interst,500
2015,Arts,Unrestricted,500
2015,Arts,Field of Interst,2e3
2015,Arts,Unrestricted,25
2015,Peace and Human Rights,Field of Interst,2e3
2015,Peace and Human Rights,Field of Interst,461
2015,Peace and Human Rights,Field of Interst,3539
2015,Peace and Human Rights,Field of Interst,750
2015,Peace and Human Rights,Field of Interst,1e3
2015,Environment and Climate Change,Field of Interst,4e3
2015,Peace and Human Rights,Field of Interst,4e3
2015,Peace and Human Rights,Field of Interst,2e3
2015,Peace and Human Rights,Field of Interst,227
2015,Peace and Human Rights,Field of Interst,1773
2015,Peace and Human Rights,Field of Interst,2990
2015,Education,Field of Interst,250
2015,Education,Field of Interst,250
2015,Poverty Alleviation,Field of Interst,1e3
2015,Poverty Alleviation,Field of Interst,1e3
2015,Poverty Alleviation,Field of Interst,1e3
2015,Poverty Alleviation,Unrestricted,384
2015,Poverty Alleviation,Unrestricted,366
2015,Poverty Alleviation,Unrestricted,500
2015,Poverty Alleviation,Field of Interst,500
2015,Poverty Alleviation,Unrestricted,250
2015,Poverty Alleviation,Unrestricted,500
2015,Poverty Alleviation,Unrestricted,500
2015,Poverty Alleviation,Unrestricted,500
2015,Poverty Alleviation,Unrestricted,1500
2015,Education,Field of Interst,500
2015,Education,Unrestricted,750
2015,Education,Field of Interst,500
2015,Education,Unrestricted,250
2015,Poverty Alleviation,Field of Interst,1038
2015,Poverty Alleviation,Field of Interst,1e3
2015,Poverty Alleviation,Field of Interst,500
2015,Poverty Alleviation,Field of Interst,462
2015,Environment and Climate Change,Field of Interst,3e3
2015,Poverty Alleviation,Unrestricted,500
2015,Poverty Alleviation,Unrestricted,1e3
2015,Poverty Alleviation,Unrestricted,500
2015,Poverty Alleviation,Unrestricted,500
2015,Arts,Field of Interst,1750
2015,Arts,Field of Interst,252
2015,Arts,Unrestricted,543
2015,Arts,Field of Interst,119
2015,Arts,Unrestricted,1956
2015,Arts,Unrestricted,240
2015,Arts,Unrestricted,140
2015,Peace and Human Rights,Field of Interst,1e3
2015,Poverty Alleviation,Unrestricted,325
2015,Poverty Alleviation,Field of Interst,500
2015,Poverty Alleviation,Unrestricted,250
2015,Poverty Alleviation,Field of Interst,456
2015,Poverty Alleviation,Unrestricted,244
2015,Poverty Alleviation,Unrestricted,300
2015,Poverty Alleviation,Field of Interst,500
2015,Poverty Alleviation,Field of Interst,1e3
2015,Poverty Alleviation,Unrestricted,500
2015,Poverty Alleviation,Unrestricted,500
2015,Poverty Alleviation,Field of Interst,3e3
2015,Poverty Alleviation,Unrestricted,1e3
2015,Poverty Alleviation,Unrestricted,225
2015,Poverty Alleviation,Unrestricted,275
2015,Peace and Human Rights,Field of Interst,2500
2015,Arts,Field of Interst,2e3
2015,Environment and Climate Change,Field of Interst,1222
2015,Environment and Climate Change,Field of Interst,1778
2015,Education,Unrestricted,1e3
2015,Education,Unrestricted,500
2015,Education,Unrestricted,500
2015,Education,Unrestricted,500
2015,Education,Field of Interst,500
2015,Arts,Field of Interst,419
2015,Arts,Unrestricted,81
2015,Education,Unrestricted,522
2015,Education,Unrestricted,1e3
2015,Education,Unrestricted,385
2015,Education,Unrestricted,500
2015,Education,Field of Interst,498
2015,Education,Unrestricted,1e3
2015,Education,Unrestricted,1095
2015,Arts,Field of Interst,250
2015,Arts,Field of Interst,418
2015,Arts,Field of Interst,400
2015,Arts,Field of Interst,432
2015,Peace and Human Rights,Field of Interst,1480
2015,Peace and Human Rights,Field of Interst,520
2015,Arts,Field of Interst,250
2015,Arts,Field of Interst,500
2015,Arts,Field of Interst,500
2015,Arts,Unrestricted,250
2015,Poverty Alleviation,Field of Interst,500
2015,Poverty Alleviation,Field of Interst,1e3
2015,Poverty Alleviation,Field of Interst,500
2015,Poverty Alleviation,Field of Interst,400
2015,Poverty Alleviation,Unrestricted,387
2015,Poverty Alleviation,Unrestricted,213
2015,Poverty Alleviation,Unrestricted,833
2015,Poverty Alleviation,Unrestricted,1317
2015,Poverty Alleviation,Unrestricted,516
2015,Poverty Alleviation,Unrestricted,772
2015,Poverty Alleviation,Unrestricted,1e3
2015,Poverty Alleviation,Field of Interst,500
2015,Poverty Alleviation,Unrestricted,62
2015,Education,Unrestricted,1e3
2015,Education,Unrestricted,272
2015,Education,Unrestricted,500
2015,Education,Unrestricted,1e3
2015,Education,Unrestricted,500
2015,Peace and Human Rights,Field of Interst,4e3
2015,Education,Donor Advised,1e3
2015,Arts,Designated,17
2015,Poverty Alleviation,Unrestricted,500
2015,Poverty Alleviation,Donor Advised,1e3
2015,Education,Donor Advised,1500
2015,Education,Designated,5e3
2015,Education,Designated,3e3
2015,Education,Donor Advised,500
2015,Education,Donor Advised,500
2015,Poverty Alleviation,Designated,3750
2015,Education,Designated,3e3
2015,Poverty Alleviation,Donor Advised,500
2015,Poverty Alleviation,Donor Advised,100
2015,Poverty Alleviation,Donor Advised,500
2015,Arts,Donor Advised,100
2015,Education,Donor Advised,250
2015,Education,Donor Advised,200
2015,Peace and Human Rights,Donor Advised,1e3
2015,Poverty Alleviation,Donor Advised,100
2015,Education,Donor Advised,500
2015,Poverty Alleviation,Donor Advised,100
2015,Arts,Donor Advised,100
2015,Environment and Climate Change,Donor Advised,250
2015,Education,Donor Advised,200
2015,Poverty Alleviation,Donor Advised,200
2015,Arts,Donor Advised,500
2015,Arts,Donor Advised,500
2015,Poverty Alleviation,Donor Advised,250
2015,Poverty Alleviation,Donor Advised,100
2015,Poverty Alleviation,Donor Advised,200
2015,Poverty Alleviation,Donor Advised,50
2015,Poverty Alleviation,Donor Advised,200
2015,Education,Donor Advised,500
2015,Poverty Alleviation,Donor Advised,411
2015,Arts,Donor Advised,500
2015,Arts,Donor Advised,250
2015,Education,Donor Advised,8997.75
2015,Education,Donor Advised,8997.75
2015,Poverty Alleviation,Donor Advised,8997.75
2015,Public Health,Donor Advised,8997.75
2015,Environment and Climate Change,Field of Interst,7862
2015,Arts,Designated,2843
2015,Education,Designated,1e3
2015,Education,Designated,6500
2015,Education,Designated,1e3
2015,Education,Designated,1e3
2015,Education,Designated,3597
2015,Education,Designated,3597
2015,Arts,Designated,547
2015,Poverty Alleviation,Designated,29512.41
2015,Education,Designated,7649
2015,Education,Donor Advised,50
2015,Poverty Alleviation,Donor Advised,50
2015,Education,Donor Advised,350
2015,Peace and Human Rights,Donor Advised,1e3
2015,Education,Donor Advised,60
2015,Arts,Donor Advised,50
2015,Arts,Donor Advised,250
2015,Peace and Human Rights,Donor Advised,500
2015,Poverty Alleviation,Donor Advised,100
2015,Education,Donor Advised,250
2015,Peace and Human Rights,Donor Advised,70
2015,Poverty Alleviation,Donor Advised,100
2015,Poverty Alleviation,Field of Interst,100
2015,Poverty Alleviation,Field of Interst,100
2015,Poverty Alleviation,Field of Interst,1e3
2015,Poverty Alleviation,Field of Interst,100
2015,Poverty Alleviation,Field of Interst,1e3
2015,Poverty Alleviation,Field of Interst,1e3
2015,Poverty Alleviation,Field of Interst,50
2015,Education,Designated,1e3
2015,Poverty Alleviation,Designated,1173
2015,Poverty Alleviation,Designated,401
2015,Poverty Alleviation,Designated,1053
2015,Poverty Alleviation,Designated,1245
2015,Poverty Alleviation,Designated,1448
2015,Arts,Designated,189
2015,Arts,Designated,189
2015,Arts,Designated,189
2015,Environment and Climate Change,Designated,189
2015,Arts,Donor Advised,250
2015,Poverty Alleviation,Field of Interst,1e3
2015,Poverty Alleviation,Field of Interst,3500
2015,Poverty Alleviation,Field of Interst,1500
2015,Poverty Alleviation,Designated,862
2015,Poverty Alleviation,Agency/Org.,753
2015,Poverty Alleviation,Agency/Org.,2837
2015,Arts,Agency/Org.,779
2015,Poverty Alleviation,Donor Advised,2314
2015,Education,Field of Interst,500
2015,Arts,Donor Advised,5e3
2015,Poverty Alleviation,Donor Advised,4040
2015,Poverty Alleviation,Donor Advised,415
2015,Poverty Alleviation,Donor Advised,3035
2015,Poverty Alleviation,Donor Advised,25e3
2015,Arts,Unrestricted,1500
2015,Poverty Alleviation,Donor Advised,200
2015,Arts,Donor Advised,250
2015,Poverty Alleviation,Donor Advised,1e3
2015,Poverty Alleviation,Donor Advised,419
2015,Arts,Donor Advised,500
2015,Arts,Donor Advised,500
2015,Poverty Alleviation,Donor Advised,500
2015,Poverty Alleviation,Donor Advised,250
2015,Poverty Alleviation,Donor Advised,250
2015,Poverty Alleviation,Donor Advised,500
2015,Environment and Climate Change,Field of Interst,55e3
2015,Poverty Alleviation,Donor Advised,100
2015,Poverty Alleviation,Field of Interst,100
2015,Poverty Alleviation,Field of Interst,100
2015,Poverty Alleviation,Field of Interst,100
2015,Education,Donor Advised,250
2015,Arts,Unrestricted,500
2015,Poverty Alleviation,Donor Advised,500
2015,Poverty Alleviation,Unrestricted,250
2015,Poverty Alleviation,Donor Advised,670
2015,Arts,Donor Advised,2e3
2015,Arts,Unrestricted,363
2015,Arts,Unrestricted,87
2015,Education,Unrestricted,500
2015,Education,Unrestricted,500
2015,Arts,Unrestricted,1e3
2015,Education,Unrestricted,500
2015,Education,Donor Advised,500
2015,Education,Unrestricted,500
2015,Poverty Alleviation,Donor Advised,824
2015,Poverty Alleviation,Unrestricted,2e3
2015,Poverty Alleviation,Donor Advised,500
2015,Environment and Climate Change,Donor Advised,100
2016,Poverty Alleviation,Field of Interst,5e3
2016,Arts,Designated,7901.96
2016,Poverty Alleviation,Donor Advised,500
2016,Poverty Alleviation,Field of Interst,100
2016,Arts,Donor Advised,5e3
2016,Arts,Donor Advised,5e3
2016,Arts,Donor Advised,5e3
2016,Poverty Alleviation,Donor Advised,1e4
2016,Poverty Alleviation,Donor Advised,15e3
2016,Education,Designated,603
2016,Poverty Alleviation,Designated,6592.83
2016,Poverty Alleviation,Field of Interst,100
2016,Poverty Alleviation,Unrestricted,500
2016,Education,Donor Advised,1e3
2016,Education,Donor Advised,250
2016,Education,Donor Advised,250
2016,Education,Designated,1500
2016,Arts,Donor Advised,800
2016,Education,Designated,399
2016,Education,Designated,1e3
2016,Education,Designated,794
2016,Education,Designated,400
2016,Education,Designated,1e3
2016,Arts,Donor Advised,500
2016,Poverty Alleviation,Donor Advised,500
2016,Education,Donor Advised,150
2016,Education,Designated,500
2016,Education,Designated,1e3
2016,Education,Designated,1500
2016,Education,Designated,1500
2016,Education,Designated,1500
2016,Education,Designated,1500
2016,Education,Designated,1500
2016,Education,Designated,1500
2016,Education,Designated,1500
2016,Education,Designated,3e3
2016,Education,Designated,3e3
2016,Education,Donor Advised,250
2016,Arts,Designated,5e3
2016,Poverty Alleviation,Donor Advised,250
2016,Poverty Alleviation,Donor Advised,250
2016,Arts,Donor Advised,250
2016,Arts,Donor Advised,15e3
2016,Poverty Alleviation,Donor Advised,1e4
2016,Poverty Alleviation,Donor Advised,1e4
2016,Arts,Donor Advised,1e4
2016,Education,Donor Advised,1e4
2016,Poverty Alleviation,Donor Advised,1e4
2016,Arts,Donor Advised,1e4
2016,Environment and Climate Change,Donor Advised,5e3
2016,Poverty Alleviation,Donor Advised,1e4
2016,Environment and Climate Change,Donor Advised,5e3
2016,Arts,Donor Advised,5e3
2016,Education,Designated,500
2016,Poverty Alleviation,Unrestricted,250
2016,Arts,Unrestricted,250
2016,Arts,Designated,8176
2016,Poverty Alleviation,Field of Interst,1e3
2016,Poverty Alleviation,Unrestricted,871
2016,Environment and Climate Change,Donor Advised,3880.6
2016,Education,Designated,4e3
2016,Poverty Alleviation,Designated,3120.14
2016,Education,Designated,325
2016,Poverty Alleviation,Donor Advised,700
2016,Education,Field of Interst,1e3
2016,Poverty Alleviation,Field of Interst,1220
2016,Poverty Alleviation,Field of Interst,1e3
2016,Arts,Field of Interst,2300
2016,Arts,Field of Interst,1e3
2016,Environment and Climate Change,Field of Interst,3500
2016,Arts,Unrestricted,455
2016,Arts,Field of Interst,295
2016,Arts,Unrestricted,500
2016,Education,Field of Interst,3200
2016,Education,Field of Interst,2500
2016,Poverty Alleviation,Field of Interst,3635
2016,Poverty Alleviation,Unrestricted,500
2016,Poverty Alleviation,Unrestricted,1e3
2016,Poverty Alleviation,Unrestricted,116
2016,Poverty Alleviation,Unrestricted,500
2016,Poverty Alleviation,Unrestricted,155
2016,Poverty Alleviation,Unrestricted,144
2016,Poverty Alleviation,Unrestricted,500
2016,Poverty Alleviation,Unrestricted,555
2016,Poverty Alleviation,Unrestricted,774
2016,Poverty Alleviation,Unrestricted,756
2016,Poverty Alleviation,Unrestricted,121
2016,Poverty Alleviation,Unrestricted,500
2016,Poverty Alleviation,Field of Interst,568
2016,Poverty Alleviation,Unrestricted,500
2016,Arts,Field of Interst,506
2016,Arts,Field of Interst,427
2016,Arts,Field of Interst,67
2016,Peace and Human Rights,Field of Interst,1629
2016,Peace and Human Rights,Field of Interst,903
2016,Poverty Alleviation,Unrestricted,500
2016,Poverty Alleviation,Unrestricted,450
2016,Poverty Alleviation,Unrestricted,500
2016,Poverty Alleviation,Unrestricted,179
2016,Poverty Alleviation,Field of Interst,500
2016,Poverty Alleviation,Unrestricted,371
2016,Poverty Alleviation,Unrestricted,500
2016,Education,Unrestricted,500
2016,Education,Unrestricted,500
2016,Education,Unrestricted,500
2016,Education,Field of Interst,500
2016,Education,Unrestricted,500
2016,Poverty Alleviation,Field of Interst,700
2016,Poverty Alleviation,Field of Interst,300
2016,Education,Field of Interst,3710
2016,Arts,Field of Interst,1500
2016,Poverty Alleviation,Unrestricted,500
2016,Poverty Alleviation,Unrestricted,500
2016,Poverty Alleviation,Unrestricted,500
2016,Poverty Alleviation,Unrestricted,464
2016,Poverty Alleviation,Unrestricted,500
2016,Poverty Alleviation,Unrestricted,1e3
2016,Poverty Alleviation,Unrestricted,241
2016,Poverty Alleviation,Unrestricted,295
2016,Poverty Alleviation,Unrestricted,500
2016,Poverty Alleviation,Field of Interst,500
2016,Environment and Climate Change,Field of Interst,2500
2016,Arts,Field of Interst,3e3
2016,Poverty Alleviation,Field of Interst,3e3
2016,Poverty Alleviation,Unrestricted,500
2016,Arts,Field of Interst,2282
2016,Arts,Field of Interst,718
2016,Arts,Unrestricted,500
2016,Peace and Human Rights,Field of Interst,2220
2016,Education,Unrestricted,750
2016,Peace and Human Rights,Field of Interst,2e3
2016,Education,Field of Interst,744
2016,Peace and Human Rights,Field of Interst,3e3
2016,Poverty Alleviation,Unrestricted,1500
2016,Arts,Field of Interst,3e3
2016,Peace and Human Rights,Field of Interst,2768
2016,Peace and Human Rights,Field of Interst,232
2016,Arts,Field of Interst,500
2016,Arts,Field of Interst,500
2016,Poverty Alleviation,Unrestricted,500
2016,Poverty Alleviation,Unrestricted,256
2016,Poverty Alleviation,Unrestricted,744
2016,Poverty Alleviation,Field of Interst,1e3
2016,Poverty Alleviation,Unrestricted,500
2016,Education,Field of Interst,500
2016,Education,Unrestricted,500
2016,Arts,Field of Interst,1951
2016,Arts,Field of Interst,1049
2016,Poverty Alleviation,Field of Interst,1e3
2016,Poverty Alleviation,Field of Interst,1092
2016,Poverty Alleviation,Unrestricted,500
2016,Poverty Alleviation,Unrestricted,250
2016,Poverty Alleviation,Unrestricted,196
2016,Poverty Alleviation,Unrestricted,884
2016,Poverty Alleviation,Field of Interst,500
2016,Poverty Alleviation,Unrestricted,578
2016,Education,Field of Interst,2500
2016,Environment and Climate Change,Field of Interst,1332
2016,Environment and Climate Change,Unrestricted,500
2016,Environment and Climate Change,Unrestricted,118
2016,Environment and Climate Change,Unrestricted,417
2016,Environment and Climate Change,Unrestricted,250
2016,Environment and Climate Change,Unrestricted,275
2016,Environment and Climate Change,Unrestricted,108
2016,Environment and Climate Change,Unrestricted,500
2016,Arts,Field of Interst,1950
2016,Education,Field of Interst,598
2016,Education,Field of Interst,901
2016,Education,Field of Interst,501
2016,Environment and Climate Change,Field of Interst,4e3
2016,Arts,Field of Interst,2250
2016,Arts,Field of Interst,750
2016,Arts,Field of Interst,700
2016,Arts,Field of Interst,300
2016,Arts,Unrestricted,250
2016,Education,Unrestricted,500
2016,Education,Unrestricted,500
2016,Education,Field of Interst,500
2016,Education,Unrestricted,500
2016,Education,Unrestricted,394
2016,Poverty Alleviation,Field of Interst,677
2016,Poverty Alleviation,Field of Interst,1e3
2016,Poverty Alleviation,Field of Interst,323
2016,Poverty Alleviation,Unrestricted,500
2016,Poverty Alleviation,Field of Interst,1300
2016,Poverty Alleviation,Field of Interst,500
2016,Education,Unrestricted,250
2016,Education,Unrestricted,750
2016,Poverty Alleviation,Field of Interst,500
2016,Poverty Alleviation,Unrestricted,523
2016,Poverty Alleviation,Unrestricted,225
2016,Poverty Alleviation,Unrestricted,100
2016,Poverty Alleviation,Unrestricted,152
2016,Poverty Alleviation,Unrestricted,500
2016,Peace and Human Rights,Field of Interst,4e3
2016,Education,Field of Interst,3e3
2016,Peace and Human Rights,Field of Interst,2700
2016,Peace and Human Rights,Field of Interst,573
2016,Peace and Human Rights,Field of Interst,3147
2016,Poverty Alleviation,Field of Interst,2500
2016,Arts,Field of Interst,94
2016,Arts,Field of Interst,1906
2016,Peace and Human Rights,Field of Interst,1500
2016,Education,Field of Interst,394
2016,Education,Unrestricted,230
2016,Education,Unrestricted,406
2016,Education,Unrestricted,112
2016,Education,Unrestricted,500
2016,Education,Unrestricted,108
2016,Education,Unrestricted,250
2016,Education,Unrestricted,500
2016,Education,Unrestricted,500
2016,Environment and Climate Change,Field of Interst,596
2016,Environment and Climate Change,Unrestricted,224
2016,Environment and Climate Change,Unrestricted,500
2016,Environment and Climate Change,Unrestricted,150
2016,Poverty Alleviation,Unrestricted,401
2016,Poverty Alleviation,Unrestricted,100
2016,Poverty Alleviation,Unrestricted,500
2016,Poverty Alleviation,Unrestricted,500
2016,Poverty Alleviation,Unrestricted,26
2016,Poverty Alleviation,Unrestricted,473
2016,Poverty Alleviation,Unrestricted,500
2016,Poverty Alleviation,Field of Interst,500
2016,Education,Field of Interst,500
2016,Education,Unrestricted,783
2016,Education,Unrestricted,215
2016,Education,Unrestricted,284
2016,Education,Unrestricted,257
2016,Education,Unrestricted,711
2016,Poverty Alleviation,Field of Interst,1e3
2016,Poverty Alleviation,Unrestricted,500
2016,Poverty Alleviation,Field of Interst,489
2016,Poverty Alleviation,Unrestricted,166
2016,Poverty Alleviation,Unrestricted,845
2016,Poverty Alleviation,Field of Interst,1e3
2016,Poverty Alleviation,Unrestricted,500
2016,Poverty Alleviation,Unrestricted,1e3
2016,Poverty Alleviation,Unrestricted,1e3
2016,Poverty Alleviation,Unrestricted,1e3
2016,Poverty Alleviation,Unrestricted,537
2016,Poverty Alleviation,Unrestricted,681
2016,Poverty Alleviation,Unrestricted,244
2016,Poverty Alleviation,Unrestricted,696
2016,Poverty Alleviation,Field of Interst,586
2016,Poverty Alleviation,Unrestricted,500
2016,Poverty Alleviation,Unrestricted,1e3
2016,Poverty Alleviation,Unrestricted,500
2016,Arts,Unrestricted,500
2016,Poverty Alleviation,Unrestricted,100
2016,Arts,Unrestricted,250
2016,Arts,Unrestricted,100
2016,Poverty Alleviation,Unrestricted,4350
2016,Education,Designated,9500
2016,Education,Donor Advised,100
2016,Arts,Donor Advised,100
2016,Education,Designated,6e3
2016,Education,Designated,4800
2016,Education,Designated,5e3
2016,Education,Designated,2500
2016,Education,Designated,2500
2016,Education,Designated,2500
2016,Education,Designated,3e3
2016,Environment and Climate Change,Donor Advised,5e3
2016,Education,Donor Advised,500
2016,Poverty Alleviation,Donor Advised,200
2016,Poverty Alleviation,Donor Advised,100
2016,Education,Donor Advised,520
2016,Poverty Alleviation,Donor Advised,1665
2016,Poverty Alleviation,Donor Advised,500
2016,Arts,Donor Advised,100
2016,Education,Donor Advised,200
2016,Arts,Donor Advised,200
2016,Peace and Human Rights,Donor Advised,1e3
2016,Poverty Alleviation,Donor Advised,100
2016,Education,Donor Advised,500
2016,Poverty Alleviation,Donor Advised,100
2016,Education,Donor Advised,200
2016,Poverty Alleviation,Donor Advised,200
2016,Arts,Donor Advised,500
2016,Arts,Donor Advised,500
2016,Poverty Alleviation,Donor Advised,200
2016,Poverty Alleviation,Donor Advised,50
2016,Poverty Alleviation,Donor Advised,200
2016,Poverty Alleviation,Donor Advised,4e4
2016,Education,Donor Advised,10077.91
2016,Education,Donor Advised,10077.91
2016,Public Health,Donor Advised,10077.91
2016,Poverty Alleviation,Donor Advised,10077.91
2016,Environment and Climate Change,Field of Interst,55e3
2016,Arts,Designated,2857
2016,Education,Designated,1e3
2016,Education,Designated,6e3
2016,Education,Designated,6e3
2016,Education,Designated,1e3
2016,Education,Designated,1e3
2016,Education,Designated,3742
2016,Education,Designated,3742
2016,Poverty Alleviation,Designated,25566.26
2016,Education,Designated,7779
2016,Education,Designated,-7779
2016,Education,Designated,1829
2016,Education,Designated,-829
2016,Poverty Alleviation,Designated,1231
2016,Poverty Alleviation,Designated,435
2016,Poverty Alleviation,Designated,1080
2016,Poverty Alleviation,Designated,1275
2016,Poverty Alleviation,Designated,1506
2016,Arts,Designated,189.5
2016,Arts,Designated,189.5
2016,Arts,Designated,189.5
2016,Environment and Climate Change,Designated,189.5
2016,Poverty Alleviation,Field of Interst,1e3
2016,Poverty Alleviation,Designated,941
2016,Poverty Alleviation,Agency/Org.,760
2016,Poverty Alleviation,Agency/Org.,2898
2016,Arts,Agency/Org.,1545
2016,Arts,Donor Advised,100
2016,Education,Donor Advised,100
2016,Poverty Alleviation,Donor Advised,100
2016,Poverty Alleviation,Donor Advised,100
2016,Peace and Human Rights,Donor Advised,1440
2016,Education,Donor Advised,1500
2016,Peace and Human Rights,Donor Advised,2500
2016,Education,Field of Interst,1500
2016,Poverty Alleviation,Donor Advised,200
2016,Education,Donor Advised,200
2016,Arts,Unrestricted,100
2016,Arts,Unrestricted,100
2016,Environment and Climate Change,Unrestricted,100
2016,Education,Unrestricted,1810
2016,Poverty Alleviation,Unrestricted,1e3
2016,Poverty Alleviation,Unrestricted,500
2016,Education,Unrestricted,500
2016,Arts,Unrestricted,500
2016,Education,Unrestricted,690
2016,Education,Donor Advised,500
2016,Education,Donor Advised,500
2016,Poverty Alleviation,Unrestricted,100
2016,Uncategorized,Donor Advised,200
2016,Arts,Donor Advised,100
2016,Environment and Climate Change,Donor Advised,250
2016,Peace and Human Rights,Field of Interst,1500
2016,Education,Donor Advised,206
2016,Poverty Alleviation,Donor Advised,756
2016,Poverty Alleviation,Donor Advised,500
2016,Education,Donor Advised,500
2016,Poverty Alleviation,Donor Advised,500
2016,Poverty Alleviation,Donor Advised,422
2016,Poverty Alleviation,Donor Advised,207
2016,Peace and Human Rights,Donor Advised,500
2016,Education,Donor Advised,500
2016,Education,Donor Advised,750
2016,Poverty Alleviation,Donor Advised,750
2016,Peace and Human Rights,Field of Interst,3400
2016,Poverty Alleviation,Donor Advised,500
2016,Education,Unrestricted,750
2017,Arts,Donor Advised,5e3
2017,Peace and Human Rights,Field of Interst,1e3
2017,Poverty Alleviation,Designated,2884
2017,Arts,Designated,9227.94
2017,Arts,Designated,627
2017,Environment and Climate Change,Donor Advised,15e3
2017,Education,Donor Advised,15e3
2017,Arts,Donor Advised,15e3
2017,Environment and Climate Change,Donor Advised,15e3
2017,Arts,Donor Advised,5e3
2017,Arts,Donor Advised,5e3
2017,Poverty Alleviation,Donor Advised,5e3
2017,Education,Donor Advised,5e3
2017,Environment and Climate Change,Donor Advised,5e3
2017,Arts,Donor Advised,5e3
2017,Arts,Donor Advised,5e3
2017,Environment and Climate Change,Donor Advised,5e3
2017,Poverty Alleviation,Donor Advised,5e3
2017,Poverty Alleviation,Donor Advised,5e3
2017,Poverty Alleviation,Donor Advised,5e3
2017,Education,Donor Advised,500
2017,Education,Designated,1500
2017,Education,Donor Advised,800
2017,Education,Designated,400
2017,Education,Designated,1e3
2017,Education,Designated,815
2017,Education,Designated,450
2017,Education,Designated,3e3
2017,Education,Designated,3e3
2017,Education,Designated,2e3
2017,Education,Designated,2e3
2017,Education,Designated,2e3
2017,Education,Designated,2e3
2017,Education,Designated,2e3
2017,Education,Designated,2e3
2017,Education,Donor Advised,5e3
2017,Education,Donor Advised,5e3
2017,Education,Donor Advised,5e3
2017,Arts,Donor Advised,5e3
2017,Poverty Alleviation,Donor Advised,5e3
2017,Arts,Donor Advised,5e3
2017,Arts,Donor Advised,2e3
2017,Education,Donor Advised,1e3
2017,Education,Donor Advised,1e3
2017,Arts,Donor Advised,500
2017,Education,Donor Advised,200
2017,Poverty Alleviation,Field of Interst,1500
2017,Poverty Alleviation,Donor Advised,500
2017,Poverty Alleviation,Designated,25
2017,Peace and Human Rights,Donor Advised,500
2017,Arts,Designated,6675
2017,Arts,Donor Advised,250
2017,Poverty Alleviation,Unrestricted,150
2017,Poverty Alleviation,Unrestricted,100
2017,Education,Designated,2e3
2017,Education,Designated,1e3
2017,Education,Designated,500
2017,Education,Donor Advised,250
2017,Environment and Climate Change,Donor Advised,250
2017,Education,Designated,5339
2017,Peace and Human Rights,Field of Interst,5300
2017,Peace and Human Rights,Donor Advised,2e3
2017,Poverty Alleviation,Donor Advised,1e4
2017,Education,Designated,1e3
2017,Arts,Unrestricted,500
2017,Education,Geographic Affil,300
2017,Peace and Human Rights,Donor Advised,150
2017,Arts,Designated,627
2017,Poverty Alleviation,Designated,2748.13
2017,Arts,Designated,1e4
2017,Education,Designated,5e3
2017,Education,Unrestricted,1500
2017,Education,Unrestricted,500
2017,Education,Field of Interst,500
2017,Poverty Alleviation,Field of Interst,2800
2017,Poverty Alleviation,Field of Interst,2030
2017,Poverty Alleviation,Field of Interst,-2800
2017,Poverty Alleviation,Field of Interst,770
2017,Poverty Alleviation,Field of Interst,1e3
2017,Poverty Alleviation,Field of Interst,500
2017,Poverty Alleviation,Unrestricted,456
2017,Poverty Alleviation,Unrestricted,-456
2017,Poverty Alleviation,Field of Interst,456
2017,Poverty Alleviation,Unrestricted,1500
2017,Poverty Alleviation,Field of Interst,653
2017,Poverty Alleviation,Field of Interst,1e3
